uno;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos
19050;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10472;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19051;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;10473;26;0;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
19052;05/02/2021;28/02/2021;63427;0;0;3992;67419;;;due;10474;26;12419;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19053;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10475;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19054;05/02/2021;28/02/2021;63427;0;0;3992;67419;;;due;10476;26;12419;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19055;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10477;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19056;05/02/2021;28/02/2021;37137;0;0;3992;41129;;;due;10478;26;16129;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19057;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10479;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19058;05/02/2021;28/02/2021;63427;0;0;3992;67419;;;due;10480;26;12419;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19059;05/02/2021;28/02/2021;63427;0;0;3992;67419;;;due;10481;26;12419;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19060;05/02/2021;28/02/2021;39556;0;0;3992;43548;;;due;10482;26;18548;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19061;05/02/2021;28/02/2021;39556;0;0;3992;43548;;;due;10483;26;18548;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19062;05/02/2021;28/02/2021;26169;0;0;3992;30161;Cash;;partial;10484;26;24839;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
19063;05/02/2021;28/02/2021;54556;0;0;3992;58548;;;due;10485;26;3548;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19064;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10486;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19065;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10487;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19066;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10488;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19067;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10489;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19068;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10490;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19069;05/02/2021;28/02/2021;88911;0;0;3992;92903;;;due;10491;26;12903;3;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;
19070;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10492;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19071;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10493;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19072;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10494;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19073;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10495;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19074;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10496;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19075;05/02/2021;28/02/2021;59879;0;0;3992;63871;;;due;10497;26;8871;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19076;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10498;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19077;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10499;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19078;05/02/2021;28/02/2021;64460;0;0;3992;68452;;;due;10500;26;43452;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19079;05/02/2021;28/02/2021;59879;0;0;3992;63871;;;due;10501;26;8871;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19080;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10502;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19081;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10503;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19082;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10504;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19083;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10505;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19084;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10506;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19085;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10507;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19086;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10508;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19087;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10509;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19088;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10510;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19089;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10511;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19090;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10512;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19091;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10513;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19092;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10514;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19093;05/02/2021;28/02/2021;59879;0;0;3992;63871;;;due;10515;26;8871;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19094;05/02/2021;28/02/2021;32298;0;0;3992;36290;;;due;10516;26;11290;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19095;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10517;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19096;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;10518;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19097;05/02/2021;28/02/2021;62675;0;0;3992;66667;;;due;10519;26;41667;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19098;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10520;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19099;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10521;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19100;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;10522;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
19101;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10523;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19102;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10524;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19103;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10525;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19104;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10526;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19105;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10527;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19106;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10528;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19107;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10529;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19108;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10530;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19109;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10531;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19110;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10532;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19111;05/02/2021;28/02/2021;70524;0;0;3992;74516;;;due;10533;26;19516;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19112;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10534;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19113;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10535;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19114;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10536;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19115;05/02/2021;28/02/2021;63427;0;0;3992;67419;;;due;10537;26;12419;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19116;05/02/2021;28/02/2021;59879;0;0;3992;63871;;;due;10538;26;8871;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19117;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10539;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19118;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;10540;26;30000;2;yes;0;%;Villanueva;Television;10Megas;no;2;no;Activo;0;0
19119;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;10541;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
19120;05/02/2021;28/02/2021;35524;0;0;3992;39516;;;due;10542;26;14516;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19121;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10543;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19122;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10544;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19123;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10545;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19124;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10546;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19125;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;10547;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19126;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10548;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19127;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10549;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19128;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10550;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19129;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10551;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19130;05/02/2021;28/02/2021;26008;0;0;3992;30000;;;due;10552;26;0;2;yes;0;%;Villanueva;Television;no;1;0;no;Activo;0;
19131;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10553;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19132;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10554;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19133;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10555;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19134;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10556;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19135;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10557;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19136;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;10558;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19137;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10559;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19138;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10560;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19139;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10561;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19140;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;10562;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19141;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10563;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19142;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10564;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19143;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10565;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19144;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10566;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19145;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;10567;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19146;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10568;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19147;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10569;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19148;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;10570;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19149;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10571;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19150;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10572;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19151;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;10573;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
19152;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;10574;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19153;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10575;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19154;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;10576;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19155;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10577;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19156;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10578;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19157;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10579;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19158;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10580;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19159;05/02/2021;28/02/2021;35524;0;0;3992;39516;;;due;10581;26;14516;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19160;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10582;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19161;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10583;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19162;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10584;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19163;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10585;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19164;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;10586;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19165;05/02/2021;28/02/2021;57556;0;0;3992;61548;;;due;10587;26;6548;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19166;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10588;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19167;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10589;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19168;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10590;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19169;05/02/2021;28/02/2021;43589;0;0;3992;47581;;;due;10591;26;22581;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19170;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10592;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19171;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10593;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19172;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10594;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19173;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10595;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19174;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10596;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19175;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10597;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19176;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10598;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19177;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10599;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19178;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10600;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19179;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10601;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19180;05/02/2021;28/02/2021;-50032;0;0;0;-50032;Cash;;paid;10602;26;75032;1;yes;0;%;Villanueva;Television;no;no;2;no;Activo;0;0
19181;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;10603;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19182;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;10604;26;12000;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19183;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10605;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19184;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;10606;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
19185;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10607;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19186;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10608;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19187;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10609;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19188;05/02/2021;28/02/2021;40363;0;0;3992;44355;;;due;10610;26;19355;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19189;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10611;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19190;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10612;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19191;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10613;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19192;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10614;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19193;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10615;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19194;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10616;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19195;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10617;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19196;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;10618;26;50000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19197;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10619;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19198;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10620;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19199;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10621;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19200;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10622;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19201;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10623;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19202;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10624;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19203;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10625;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19204;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10626;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19205;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10627;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19206;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10628;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19207;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10629;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19208;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10630;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19209;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10631;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19210;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10632;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19211;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10633;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19212;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10634;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19213;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;10635;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
19214;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10636;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19215;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10637;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19216;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10638;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19217;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10639;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19218;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;10640;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
19219;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10641;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19220;05/02/2021;28/02/2021;86008;0;0;3992;90000;;;due;10642;26;45000;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19221;05/02/2021;28/02/2021;33105;0;0;3992;37097;;;due;10643;26;12097;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19222;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;10644;26;0;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;
19223;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10645;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19224;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10646;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19225;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10647;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19226;05/02/2021;28/02/2021;60427;0;0;3992;64419;;;due;10648;26;39419;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19227;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10649;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19228;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;10650;26;25000;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19229;05/02/2021;28/02/2021;54782;0;0;3992;58774;;;due;10651;26;33774;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19230;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;10652;26;0;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;
19231;05/02/2021;28/02/2021;103266;0;0;3992;107258;;;due;10653;26;82258;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
19232;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;10654;26;0;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;
