tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;puntos;term;rec;ron;multi
10468;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5203;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10469;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5204;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10470;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5205;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10471;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5206;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10472;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5207;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10473;05/01/2021;31/01/2021;101008;0;0;3992;105000;;;due;5208;8;0;2;yes;0;%;Monterrey;television;10Megas;0;0;no;Activo;0
10474;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5209;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10475;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5210;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10476;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5211;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10477;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5212;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10478;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5213;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10479;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5214;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10480;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5215;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10481;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5216;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10482;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5217;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10483;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5218;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10484;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5219;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10485;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5750;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10486;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5220;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10487;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5221;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10488;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5222;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10489;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5223;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10490;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5224;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10491;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5225;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10492;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5226;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10493;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5227;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10494;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5228;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10495;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5229;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10496;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5230;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10497;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5231;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10498;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5232;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10499;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5233;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10500;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5234;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10501;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5235;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10502;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5236;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10503;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5237;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10504;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5238;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10505;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5239;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10506;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5240;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10507;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5241;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10508;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5243;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10509;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5244;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10510;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5245;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10511;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5246;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10512;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5247;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10513;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5248;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10514;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5249;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10515;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5751;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10516;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5250;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10517;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5251;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10518;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5252;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10519;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5253;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10520;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5254;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10521;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5255;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10522;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5256;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10523;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5257;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10524;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5258;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10525;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5259;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10526;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5260;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10527;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5261;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10528;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5262;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10529;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5263;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10530;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5264;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10531;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5265;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10532;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5266;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10533;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5267;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10534;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5268;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10535;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5269;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10536;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5270;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10537;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5271;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10538;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5272;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10539;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5273;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10540;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5274;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10541;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5275;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10542;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5276;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10543;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5278;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10544;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5280;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10545;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5281;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10546;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5282;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10547;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5284;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10548;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5285;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10549;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5286;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10550;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5287;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10551;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5288;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10552;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5289;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10553;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5290;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10554;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5291;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10555;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5292;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10556;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5293;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10557;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5294;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10558;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5295;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10559;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5296;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10560;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5297;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10561;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5299;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10562;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5300;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10563;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5301;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10564;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5302;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10565;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5303;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10566;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5304;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10567;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5305;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10568;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5306;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10569;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5307;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10570;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5308;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10571;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5309;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10572;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5310;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10573;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5311;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10574;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5313;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10575;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5314;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10576;05/01/2021;31/01/2021;101008;0;0;3992;105000;;;due;5315;8;0;2;yes;0;%;Monterrey;television;10Megas;0;0;no;Activo;0
10577;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5316;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10578;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5317;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10579;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5318;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10580;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5319;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10581;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5321;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10582;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5322;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10583;05/01/2021;31/01/2021;66008;0;0;3992;70000;;;due;5323;8;0;2;yes;0;%;Monterrey;television;no;9;0;no;Activo;0
10584;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5324;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10585;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5325;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10586;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5326;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10587;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5327;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10588;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5328;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10589;05/01/2021;31/01/2021;101008;0;0;3992;105000;;;due;5329;8;0;2;yes;0;%;Monterrey;television;10Megas;0;0;no;Activo;0
10590;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5330;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10591;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5331;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10592;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5332;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10593;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5334;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10594;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5335;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10595;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5336;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10596;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5337;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10597;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5338;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10598;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5339;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10599;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5752;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10600;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5340;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10601;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5341;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10602;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5342;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10603;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5344;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10604;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5346;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10605;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5347;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10606;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5348;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10607;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5349;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10608;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5350;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10609;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5351;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10610;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5352;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10611;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5353;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10612;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5354;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10613;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5355;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10614;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5356;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10615;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5357;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10616;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5358;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10617;05/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;5359;8;0;2;yes;0;%;Monterrey;television;5Megas;0;0;no;Activo;0
10618;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5360;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10619;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5361;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10620;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5362;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10621;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5363;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10622;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5364;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10623;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5365;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10624;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5366;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10625;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5367;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10626;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5368;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10627;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5369;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10628;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5370;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10629;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5371;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10630;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5372;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10631;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5373;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10632;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5374;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10633;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5375;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10634;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5376;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10635;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5377;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10636;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5378;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10637;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5379;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10638;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5380;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10639;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5381;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10640;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5382;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10641;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5383;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10642;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5384;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10643;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5385;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10644;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5387;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10645;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5388;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10646;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5389;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10647;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5390;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10648;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5391;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10649;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5392;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10650;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5393;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10651;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5394;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10652;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5753;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10653;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5395;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10654;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5396;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10655;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5397;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
10656;05/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;5398;8;0;2;yes;0;%;Monterrey;television;3Megas;0;0;no;Activo;0
10657;05/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;5399;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Activo;0
