tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;punto;term;rec;ron;multi;saldo anterior ;;;
19981;05/02/2021;28/02/2021;70266;0;0;3992;74258;;;due;11392;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;19258;;;
19982;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11393;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19983;05/02/2021;28/02/2021;57008;0;0;3992;61000;;;due;11394;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;36000;;;
19984;05/02/2021;28/02/2021;129073;0;0;3992;133065;;;due;11395;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;78065;;;
19985;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11396;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19986;05/02/2021;28/02/2021;156008;0;0;3992;160000;;;due;11397;8;;3;yes;0;%;Villanueva;Television;10MegasV;no;0;no;Cortado;0;80000;;;
19987;05/02/2021;28/02/2021;58508;0;0;3992;62500;;;due;11398;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;37500;;;
19988;05/02/2021;28/02/2021;28266;0;0;3992;32258;;;due;11399;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;7258;;;
19989;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11400;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19990;05/02/2021;28/02/2021;36841;0;0;3992;40833;;;due;11401;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;15833;;;
19991;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11402;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19992;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11403;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19993;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;11404;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;30000;;;
19994;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11405;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
19995;05/02/2021;28/02/2021;31208;0;0;3992;35200;;;due;11406;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;10200;;;
19996;05/02/2021;28/02/2021;27708;0;0;3992;31700;;;due;11407;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;6700;;;
19997;05/02/2021;28/02/2021;28562;0;0;3992;32554;;;due;11408;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;7554;;;
19998;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11409;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
19999;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11410;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20000;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11411;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20001;05/02/2021;28/02/2021;70202;0;0;3992;74194;;;due;11412;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49194;;;
20002;05/02/2021;28/02/2021;70202;0;0;3992;74194;;;due;11413;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49194;;;
20003;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11414;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20004;05/02/2021;28/02/2021;118766;0;0;3992;122758;;;due;11415;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;77758;;;
20005;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11416;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20006;05/02/2021;28/02/2021;50008;0;0;3992;54000;;;due;11417;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;29000;;;
20007;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11418;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20008;05/02/2021;28/02/2021;99341;0;0;3992;103333;;;due;11419;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;78333;;;
20009;05/02/2021;28/02/2021;29879;0;0;3992;33871;;;due;11420;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;8871;;;
20010;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11421;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20011;05/02/2021;28/02/2021;75847;0;0;3992;79839;;;due;11422;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;54839;;;
20012;05/02/2021;28/02/2021;-25000;0;0;0;-25000;Cash;;paid;11423;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-50000;;;
20013;05/02/2021;28/02/2021;87836;0;0;3992;91828;;;due;11424;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;66828;;;
20014;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11425;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20015;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11426;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
20016;05/02/2021;28/02/2021;104234;0;0;3992;108226;;;due;11427;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;53226;;;
20017;05/02/2021;28/02/2021;88750;0;0;3992;92742;;;due;11428;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;67742;;;
20018;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11429;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20019;05/02/2021;28/02/2021;72191;0;0;3992;76183;;;due;11430;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;51183;;;
20020;05/02/2021;28/02/2021;41841;0;0;3992;45833;;;due;11431;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20833;;;
20021;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;11432;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50000;;;
20022;05/02/2021;28/02/2021;65363;0;0;3992;69355;;;due;11433;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;44355;;;
20023;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11434;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20024;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11435;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20025;05/02/2021;28/02/2021;115175;0;0;3992;119167;;;due;11436;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;94167;;;
20026;05/02/2021;28/02/2021;61841;0;0;3992;65833;;;due;11437;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;40833;;;
20027;05/02/2021;28/02/2021;51699;0;0;3992;55691;;;due;11438;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;30691;;;
20028;05/02/2021;28/02/2021;58460;0;0;3992;62452;;;due;11439;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;7452;;;
20029;05/02/2021;28/02/2021;98911;0;0;3992;102903;;;due;11440;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;47903;;;
20030;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11441;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20031;05/02/2021;28/02/2021;66734;0;0;3992;70726;;;due;11442;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45726;;;
20032;05/02/2021;28/02/2021;-75000;0;0;0;-75000;Cash;;paid;11443;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-100000;;;
20033;05/02/2021;28/02/2021;56841;0;0;3992;60833;;;due;11444;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;35833;;;
20034;05/02/2021;28/02/2021;44309;0;0;3992;48301;;;due;11445;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;23301;;;
20035;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11446;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20036;05/02/2021;28/02/2021;34667;0;0;0;34667;;;due;11447;8;;2;yes;0;%;Villanueva;Television;10MegasV;no;0;no;Cortado;0;-45333;;;
20037;05/02/2021;28/02/2021;37943;0;0;3992;41935;;;due;11448;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;16935;;;
20038;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11449;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20039;05/02/2021;28/02/2021;74341;0;0;3992;78333;;;due;11450;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;53333;;;
20040;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11451;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
20041;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11452;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20042;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11453;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20043;05/02/2021;28/02/2021;86008;0;0;3992;90000;;;due;11454;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;65000;;;
20044;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11455;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20045;05/02/2021;28/02/2021;41169;0;0;3992;45161;;;due;11456;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20161;;;
20046;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11457;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20047;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;11458;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;23000;;;
20048;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11459;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20049;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;11460;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50000;;;
20050;05/02/2021;28/02/2021;66976;0;0;3992;70968;;;due;11461;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45968;;;
20051;05/02/2021;28/02/2021;77110;0;0;3992;81102;;;due;11462;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;56102;;;
20052;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;11463;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11000;;;
20053;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11464;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20054;05/02/2021;28/02/2021;81841;0;0;3992;85833;;;due;11465;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;60833;;;
20055;05/02/2021;28/02/2021;76675;0;0;3992;80667;;;due;11466;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;25667;;;
20056;05/02/2021;28/02/2021;36008;0;0;3992;40000;;;due;11467;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;15000;;;
20057;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;11468;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11000;;;
20058;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11469;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20059;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11470;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
20060;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11471;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20061;05/02/2021;28/02/2021;-3333;0;0;0;-3333;Cash;;paid;11472;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-28333;;;
20062;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11473;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
20063;05/02/2021;28/02/2021;59341;0;0;3992;63333;;;due;11474;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;38333;;;
20064;05/02/2021;28/02/2021;92675;0;0;3992;96667;;;due;11475;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;71667;;;
20065;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11476;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
20066;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11477;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20067;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;11478;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50000;;;
20068;05/02/2021;28/02/2021;50892;0;0;0;50892;;;due;11479;8;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;-4108;;;
20069;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;11480;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11000;;;
20070;05/02/2021;28/02/2021;57008;0;0;3992;61000;;;due;11481;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;36000;;;
20071;05/02/2021;28/02/2021;57648;0;0;3992;61640;;;due;11482;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;36640;;;
20072;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11483;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20073;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11484;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20074;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11485;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20075;05/02/2021;28/02/2021;41169;0;0;3992;45161;;;due;11486;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20161;;;
20076;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11487;8;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;-45000;;;
20077;05/02/2021;28/02/2021;45730;0;0;3992;49722;;;due;11488;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;24722;;;
20078;05/02/2021;28/02/2021;42782;0;0;3992;46774;;;due;11489;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;21774;;;
20079;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11490;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
20080;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;11491;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;11000;;;
20081;05/02/2021;28/02/2021;34718;0;0;3992;38710;;;due;11492;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;13710;;;
20082;05/02/2021;28/02/2021;43508;0;0;3992;47500;;;due;11493;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;22500;;;
20083;05/02/2021;28/02/2021;182701;0;0;3992;186693;;;due;11494;8;;3;yes;0;%;Villanueva;Television;10MegasV;no;0;no;Cortado;0;106693;;;
20084;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11495;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20085;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11496;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
20086;05/02/2021;28/02/2021;66976;0;0;3992;70968;;;due;11497;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45968;;;
20087;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11498;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20088;05/02/2021;28/02/2021;62943;0;0;3992;66935;;;due;11499;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;41935;;;
20089;05/02/2021;28/02/2021;61331;0;0;3992;65323;;;due;11500;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;40323;;;
20090;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11501;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20091;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11502;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20092;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11503;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20093;05/02/2021;28/02/2021;49621;0;0;3992;53613;;;due;11504;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;8613;;;
20094;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11505;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20095;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11506;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20096;05/02/2021;28/02/2021;70008;0;0;3992;74000;;;due;11507;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;49000;;;
20097;05/02/2021;28/02/2021;50008;0;0;3992;54000;;;due;11508;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;29000;;;
20098;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11509;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20099;05/02/2021;28/02/2021;88293;0;0;3992;92285;;;due;11510;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;67285;;;
20100;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11511;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20101;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11512;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20102;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11513;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20103;05/02/2021;28/02/2021;62137;0;0;3992;66129;;;due;11514;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;11129;;;
20104;05/02/2021;28/02/2021;39771;0;0;3992;43763;;;due;11515;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;18763;;;
20105;05/02/2021;28/02/2021;60524;0;0;3992;64516;;;due;11516;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;39516;;;
20106;05/02/2021;28/02/2021;69333;0;0;3992;73325;;;due;11517;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;48325;;;
20107;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11518;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20108;05/02/2021;28/02/2021;29879;0;0;3992;33871;;;due;11519;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;8871;;;
20109;05/02/2021;28/02/2021;83105;0;0;3992;87097;;;due;11520;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;42097;;;
20110;05/02/2021;28/02/2021;41169;0;0;3992;45161;;;due;11521;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;20161;;;
20111;05/02/2021;28/02/2021;43508;0;0;3992;47500;;;due;11522;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;22500;;;
20112;05/02/2021;28/02/2021;58105;0;0;3992;62097;;;due;11523;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;37097;;;
20113;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11524;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20114;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11525;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20115;05/02/2021;28/02/2021;-35000;0;0;0;-35000;Cash;;paid;11526;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-60000;;;
20116;05/02/2021;28/02/2021;36008;0;0;3992;40000;;;due;11527;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;15000;;;
20117;05/02/2021;28/02/2021;58105;0;0;3992;62097;;;due;11528;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;37097;;;
20118;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11529;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20119;05/02/2021;28/02/2021;51653;0;0;3992;55645;;;due;11530;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;30645;;;
20120;05/02/2021;28/02/2021;116056;0;0;3992;120048;;;due;11531;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;75048;;;
20121;05/02/2021;28/02/2021;77943;0;0;3992;81935;;;due;11532;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;56935;;;
20122;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11533;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20123;05/02/2021;28/02/2021;74341;0;0;3992;78333;;;due;11534;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;53333;;;
20124;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11535;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
20125;05/02/2021;28/02/2021;53642;0;0;3992;57634;;;due;11536;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;32634;;;
20126;05/02/2021;28/02/2021;39008;0;0;3992;43000;;;due;11537;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;18000;;;
20127;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11538;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20128;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11539;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20129;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11540;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20130;05/02/2021;28/02/2021;27460;0;0;3992;31452;;;due;11541;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;6452;;;
20131;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11542;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20132;05/02/2021;28/02/2021;161525;0;0;3992;165517;;;due;11543;8;;3;yes;0;%;Villanueva;Television;10MegasV;no;0;no;Cortado;0;85517;;;
20133;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11544;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20134;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;11545;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50000;;;
20135;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;11546;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;25000;;;
20136;05/02/2021;28/02/2021;39008;0;0;3992;43000;;;due;11547;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;18000;;;
20137;05/02/2021;28/02/2021;104976;0;0;3992;108968;;;due;11548;8;;3;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Cortado;0;63968;;;
20138;05/02/2021;28/02/2021;42782;0;0;3992;46774;;;due;11549;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;21774;;;
20139;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11550;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20140;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;11551;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-1000;;;
20141;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11552;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20142;05/02/2021;28/02/2021;80175;0;0;3992;84167;;;due;11553;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;59167;;;
20143;05/02/2021;28/02/2021;66169;0;0;3992;70161;;;due;11554;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;45161;;;
20144;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11555;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20145;05/02/2021;28/02/2021;126175;0;0;3992;130167;;;due;11556;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;75167;;;
20146;05/02/2021;28/02/2021;100847;0;0;3992;104839;;;due;11557;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;79839;;;
20147;05/02/2021;28/02/2021;100175;0;0;3992;104167;;;due;11558;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;79167;;;
20148;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;11559;8;;1;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;-25000;;;
20149;05/02/2021;28/02/2021;59368;0;0;3992;63360;;;due;11560;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;38360;;;
20150;05/02/2021;28/02/2021;44395;0;0;3992;48387;;;due;11561;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;23387;;;
20151;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;11562;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;50000;;;
20152;05/02/2021;28/02/2021;29395;0;0;3992;33387;;;due;11563;8;;2;yes;0;%;Villanueva;Television;no;no;0;no;Cortado;0;8387;;;
20153;05/02/2021;28/02/2021;79395;0;0;3992;83387;;;due;11564;8;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Cortado;0;28387;;;
